com.noahsloan.atg_atg-resolver_1.0,org.apache.ivy_ivy
com.atlassian.user_atlassian-user_3.0-alpha1,org.springframework_spring-aop
com.atlassian.user_atlassian-user_3.0-alpha1,net.sf.ldaptemplate_ldaptemplate
com.atlassian.user_atlassian-user_3.0-alpha1,hibernate_hibernate
com.atlassian.user_atlassian-user_3.0-alpha1,odmg_odmg
com.atlassian.user_atlassian-user_3.0-alpha1,cglib_cglib
com.atlassian.user_atlassian-user_3.0-alpha1,net.sf.ehcache_ehcache
com.atlassian.user_atlassian-user_3.0-alpha1,junit_junit
com.atlassian.user_atlassian-user_3.0-alpha1,mockobjects_mockobjects-core
com.atlassian.user_atlassian-user_3.0-alpha1,hsqldb_hsqldb
com.atlassian.user_atlassian-user_3.0-alpha1,mockobjects_alt-j1.3-j2ee1.3
com.atlassian.user_atlassian-user_3.0-alpha1,com.atlassian.cache_atlassian-cache-memory
com.atlassian.user_atlassian-user_3.0-alpha1,javax.servlet_servlet-api
com.atlassian.user_atlassian-user_3.0-alpha1,com.atlassian.ldap_atlassian-ldap-test-server
com.atlassian.user_atlassian-user_3.0-alpha1,org.slf4j_slf4j-log4j12
com.atlassian.user_atlassian-user_3.0-alpha1,xml-apis_xml-apis
com.atlassian.user_atlassian-user_3.0-alpha1,xerces_xercesImpl
com.atlassian.user_atlassian-user_3.0-alpha1,org.springframework_spring-mock
com.atlassian.user_atlassian-user_3.0,com.atlassian.profiling_atlassian-profiling
com.atlassian.user_atlassian-user_3.0,log4j_log4j
com.atlassian.user_atlassian-user_3.0,org.slf4j_slf4j-api
com.atlassian.user_atlassian-user_3.0,commons-lang_commons-lang
com.atlassian.user_atlassian-user_3.0,dom4j_dom4j
com.atlassian.user_atlassian-user_3.0,javax.transaction_jta
com.atlassian.user_atlassian-user_3.0,commons-codec_commons-codec
com.atlassian.user_atlassian-user_3.0,com.atlassian.cache_atlassian-cache-api
com.atlassian.user_atlassian-user_3.0,opensymphony_oscore
com.atlassian.user_atlassian-user_3.0,osuser_osuser
com.atlassian.user_atlassian-user_3.0,opensymphony_propertyset
com.atlassian.user_atlassian-user_3.0,org.springframework_spring-core
com.atlassian.user_atlassian-user_3.0,org.springframework_spring-hibernate2
com.atlassian.user_atlassian-user_3.0,org.springframework_spring-beans
com.atlassian.user_atlassian-user_3.0,org.springframework_spring-context
com.atlassian.user_atlassian-user_3.0,org.springframework_spring-dao
com.atlassian.user_atlassian-user_3.0,org.springframework_spring-aop
com.atlassian.user_atlassian-user_3.0,net.sf.ldaptemplate_ldaptemplate
com.atlassian.user_atlassian-user_3.0,hibernate_hibernate
com.atlassian.user_atlassian-user_3.0,odmg_odmg
com.atlassian.user_atlassian-user_3.0,cglib_cglib
com.atlassian.user_atlassian-user_3.0,net.sf.ehcache_ehcache
com.atlassian.user_atlassian-user_3.0,junit_junit
com.atlassian.user_atlassian-user_3.0,mockobjects_mockobjects-core
com.atlassian.user_atlassian-user_3.0,hsqldb_hsqldb
com.atlassian.user_atlassian-user_3.0,mockobjects_alt-j1.3-j2ee1.3
com.atlassian.user_atlassian-user_3.0,com.atlassian.cache_atlassian-cache-memory
com.atlassian.user_atlassian-user_3.0,javax.servlet_servlet-api
com.atlassian.user_atlassian-user_3.0,com.atlassian.ldap_atlassian-ldap-test-server
com.atlassian.user_atlassian-user_3.0,org.slf4j_slf4j-log4j12
com.atlassian.user_atlassian-user_3.0,xml-apis_xml-apis
com.atlassian.user_atlassian-user_3.0,xerces_xercesImpl
com.atlassian.user_atlassian-user_3.0,org.springframework_spring-mock
com.atlassian.user_atlassian-user_2.2-beta3,com.atlassian.profiling_atlassian-profiling
com.atlassian.user_atlassian-user_2.2-beta3,log4j_log4j
com.atlassian.user_atlassian-user_2.2-beta3,org.slf4j_slf4j-api
com.atlassian.user_atlassian-user_2.2-beta3,commons-lang_commons-lang
com.atlassian.user_atlassian-user_2.2-beta3,dom4j_dom4j
com.atlassian.user_atlassian-user_2.2-beta3,javax.transaction_jta
com.atlassian.user_atlassian-user_2.2-beta3,com.atlassian.cache_atlassian-cache-api
com.atlassian.user_atlassian-user_2.2-beta3,opensymphony_oscore
com.atlassian.user_atlassian-user_2.2-beta3,osuser_osuser
com.atlassian.user_atlassian-user_2.2-beta3,opensymphony_propertyset
com.atlassian.user_atlassian-user_2.2-beta3,org.springframework_spring-core
com.atlassian.user_atlassian-user_2.2-beta3,org.springframework_spring-hibernate2
com.atlassian.user_atlassian-user_2.2-beta3,org.springframework_spring-beans
com.atlassian.user_atlassian-user_2.2-beta3,org.springframework_spring-context
com.atlassian.user_atlassian-user_2.2-beta3,org.springframework_spring-dao
com.atlassian.user_atlassian-user_2.2-beta3,org.springframework_spring-aop
com.atlassian.user_atlassian-user_2.2-beta3,net.sf.ldaptemplate_ldaptemplate
com.atlassian.user_atlassian-user_2.2-beta3,hibernate_hibernate
com.atlassian.user_atlassian-user_2.2-beta3,odmg_odmg
com.atlassian.user_atlassian-user_2.2-beta3,cglib_cglib
com.atlassian.user_atlassian-user_2.2-beta3,net.sf.ehcache_ehcache
com.atlassian.user_atlassian-user_2.2-beta3,junit_junit
com.atlassian.user_atlassian-user_2.2-beta3,mockobjects_mockobjects-core
com.atlassian.user_atlassian-user_2.2-beta3,hsqldb_hsqldb
com.atlassian.user_atlassian-user_2.2-beta3,mockobjects_alt-j1.3-j2ee1.3
com.atlassian.user_atlassian-user_2.2-beta3,com.atlassian.cache_atlassian-cache-memory
com.atlassian.user_atlassian-user_2.2-beta3,javax.servlet_servlet-api
com.atlassian.user_atlassian-user_2.2-beta3,com.atlassian.ldap_atlassian-ldap-test-server
com.atlassian.user_atlassian-user_2.2-beta3,org.slf4j_slf4j-log4j12
com.atlassian.user_atlassian-user_2.2-beta3,xml-apis_xml-apis
com.atlassian.user_atlassian-user_2.2-beta3,xerces_xercesImpl
com.atlassian.user_atlassian-user_2.2-beta3,org.springframework_spring-mock
com.atlassian.user_atlassian-user_2.2,com.atlassian.profiling_atlassian-profiling
com.atlassian.user_atlassian-user_2.2,log4j_log4j
com.atlassian.user_atlassian-user_2.2,org.slf4j_slf4j-api
com.atlassian.user_atlassian-user_2.2,commons-lang_commons-lang
com.atlassian.user_atlassian-user_2.2,dom4j_dom4j
com.atlassian.user_atlassian-user_2.2,javax.transaction_jta
com.atlassian.user_atlassian-user_2.2,com.atlassian.cache_atlassian-cache-api
com.atlassian.user_atlassian-user_2.2,opensymphony_oscore
com.atlassian.user_atlassian-user_2.2,osuser_osuser
com.atlassian.user_atlassian-user_2.2,opensymphony_propertyset
com.atlassian.user_atlassian-user_2.2,org.springframework_spring-core
com.atlassian.user_atlassian-user_2.2,org.springframework_spring-hibernate2
com.atlassian.user_atlassian-user_2.2,org.springframework_spring-beans
com.atlassian.user_atlassian-user_2.2,org.springframework_spring-context
com.atlassian.user_atlassian-user_2.2,org.springframework_spring-dao
com.atlassian.user_atlassian-user_2.2,org.springframework_spring-aop
com.atlassian.user_atlassian-user_2.2,net.sf.ldaptemplate_ldaptemplate
com.atlassian.user_atlassian-user_2.2,hibernate_hibernate
com.atlassian.user_atlassian-user_2.2,odmg_odmg
com.atlassian.user_atlassian-user_2.2,cglib_cglib
com.atlassian.user_atlassian-user_2.2,net.sf.ehcache_ehcache
com.atlassian.user_atlassian-user_2.2,junit_junit
com.atlassian.user_atlassian-user_2.2,mockobjects_mockobjects-core
com.atlassian.user_atlassian-user_2.2,hsqldb_hsqldb
com.atlassian.user_atlassian-user_2.2,mockobjects_alt-j1.3-j2ee1.3
com.atlassian.user_atlassian-user_2.2,com.atlassian.cache_atlassian-cache-memory
com.atlassian.user_atlassian-user_2.2,javax.servlet_servlet-api
com.atlassian.user_atlassian-user_2.2,com.atlassian.ldap_atlassian-ldap-test-server
com.atlassian.user_atlassian-user_2.2,org.slf4j_slf4j-log4j12
com.atlassian.user_atlassian-user_2.2,xml-apis_xml-apis
com.atlassian.user_atlassian-user_2.2,xerces_xercesImpl
com.atlassian.user_atlassian-user_2.2,org.springframework_spring-mock
com.atlassian.user_atlassian-user_2.1-beta4,com.atlassian.profiling_atlassian-profiling
com.atlassian.user_atlassian-user_2.1-beta4,log4j_log4j
com.atlassian.user_atlassian-user_2.1-beta4,commons-lang_commons-lang
com.atlassian.user_atlassian-user_2.1-beta4,dom4j_dom4j
com.atlassian.user_atlassian-user_2.1-beta4,net.sf.ehcache_ehcache
com.atlassian.user_atlassian-user_2.1-beta4,javax.transaction_jta
com.atlassian.user_atlassian-user_2.1-beta4,com.atlassian.cache_atlassian-cache-api
com.atlassian.user_atlassian-user_2.1-beta4,opensymphony_oscore
com.atlassian.user_atlassian-user_2.1-beta4,osuser_osuser
com.atlassian.user_atlassian-user_2.1-beta4,opensymphony_propertyset
com.atlassian.user_atlassian-user_2.1-beta4,org.springframework_spring-core
com.atlassian.user_atlassian-user_2.1-beta4,org.springframework_spring-hibernate2
com.atlassian.user_atlassian-user_2.1-beta4,org.springframework_spring-beans
com.atlassian.user_atlassian-user_2.1-beta4,org.springframework_spring-context
com.atlassian.user_atlassian-user_2.1-beta4,org.springframework_spring-dao
com.atlassian.user_atlassian-user_2.1-beta4,org.springframework_spring-aop
com.atlassian.user_atlassian-user_2.1-beta4,net.sf.ldaptemplate_ldaptemplate
com.atlassian.user_atlassian-user_2.1-beta4,hibernate_hibernate
com.atlassian.user_atlassian-user_2.1-beta4,odmg_odmg
com.atlassian.user_atlassian-user_2.1-beta4,cglib_cglib
com.atlassian.user_atlassian-user_2.1-beta4,junit_junit
com.atlassian.user_atlassian-user_2.1-beta4,mockobjects_mockobjects-core
com.atlassian.user_atlassian-user_2.1-beta4,hsqldb_hsqldb
com.atlassian.user_atlassian-user_2.1-beta4,mockobjects_alt-j1.3-j2ee1.3
com.atlassian.user_atlassian-user_2.1-beta4,com.atlassian.cache_atlassian-cache-memory
com.atlassian.user_atlassian-user_2.1-beta4,javax.servlet_servlet-api
com.atlassian.user_atlassian-user_2.1-beta4,com.atlassian.ldap_atlassian-ldap-test-server
com.atlassian.user_atlassian-user_2.1-beta4,org.slf4j_slf4j-log4j12
com.atlassian.user_atlassian-user_2.1-beta4,xml-apis_xml-apis
com.atlassian.user_atlassian-user_2.1-beta4,xerces_xercesImpl
com.atlassian.user_atlassian-user_2.1-beta4,org.springframework_spring-mock
com.atlassian.user_atlassian-user_2.1-beta2,com.atlassian.profiling_atlassian-profiling
com.atlassian.user_atlassian-user_2.1-beta2,log4j_log4j
com.atlassian.user_atlassian-user_2.1-beta2,commons-lang_commons-lang
com.atlassian.user_atlassian-user_2.1-beta2,dom4j_dom4j
com.atlassian.user_atlassian-user_2.1-beta2,net.sf.ehcache_ehcache
com.atlassian.user_atlassian-user_2.1-beta2,javax.transaction_jta
com.atlassian.user_atlassian-user_2.1-beta2,com.atlassian.cache_atlassian-cache-api
com.atlassian.user_atlassian-user_2.1-beta2,opensymphony_oscore
com.atlassian.user_atlassian-user_2.1-beta2,osuser_osuser
com.atlassian.user_atlassian-user_2.1-beta2,opensymphony_propertyset
com.atlassian.user_atlassian-user_2.1-beta2,org.springframework_spring-core
com.atlassian.user_atlassian-user_2.1-beta2,org.springframework_spring-hibernate2
com.atlassian.user_atlassian-user_2.1-beta2,org.springframework_spring-beans
com.atlassian.user_atlassian-user_2.1-beta2,org.springframework_spring-context
com.atlassian.user_atlassian-user_2.1-beta2,org.springframework_spring-dao
com.atlassian.user_atlassian-user_2.1-beta2,org.springframework_spring-aop
com.atlassian.user_atlassian-user_2.1-beta2,net.sf.ldaptemplate_ldaptemplate
com.atlassian.user_atlassian-user_2.1-beta2,hibernate_hibernate
com.atlassian.user_atlassian-user_2.1-beta2,odmg_odmg
com.atlassian.user_atlassian-user_2.1-beta2,cglib_cglib
com.atlassian.user_atlassian-user_2.1-beta2,junit_junit
com.atlassian.user_atlassian-user_2.1-beta2,mockobjects_mockobjects-core
com.atlassian.user_atlassian-user_2.1-beta2,hsqldb_hsqldb
com.atlassian.user_atlassian-user_2.1-beta2,mockobjects_alt-j1.3-j2ee1.3
com.atlassian.user_atlassian-user_2.1-beta2,com.atlassian.cache_atlassian-cache-memory
com.atlassian.user_atlassian-user_2.1-beta2,javax.servlet_servlet-api
com.atlassian.user_atlassian-user_2.1-beta2,com.atlassian.ldap_atlassian-ldap-test-server
com.atlassian.user_atlassian-user_2.1-beta2,org.slf4j_slf4j-log4j12
com.atlassian.user_atlassian-user_2.1-beta2,xml-apis_xml-apis
com.atlassian.user_atlassian-user_2.1-beta2,xerces_xercesImpl
com.atlassian.user_atlassian-user_2.1-beta2,org.springframework_spring-mock
com.atlassian.user_atlassian-user_2.0.1,com.atlassian.profiling_atlassian-profiling
com.atlassian.user_atlassian-user_2.0.1,log4j_log4j
com.atlassian.user_atlassian-user_2.0.1,commons-lang_commons-lang
com.atlassian.user_atlassian-user_2.0.1,dom4j_dom4j
com.atlassian.user_atlassian-user_2.0.1,net.sf.ehcache_ehcache
com.atlassian.user_atlassian-user_2.0.1,javax.transaction_jta
com.atlassian.user_atlassian-user_2.0.1,com.atlassian.cache_atlassian-cache-api
com.atlassian.user_atlassian-user_2.0.1,opensymphony_oscore
com.atlassian.user_atlassian-user_2.0.1,osuser_osuser
com.atlassian.user_atlassian-user_2.0.1,opensymphony_propertyset
com.atlassian.user_atlassian-user_2.0.1,org.springframework_spring-core
com.atlassian.user_atlassian-user_2.0.1,org.springframework_spring-hibernate2
com.atlassian.user_atlassian-user_2.0.1,org.springframework_spring-beans
com.atlassian.user_atlassian-user_2.0.1,org.springframework_spring-context
com.atlassian.user_atlassian-user_2.0.1,org.springframework_spring-dao
com.atlassian.user_atlassian-user_2.0.1,org.springframework_spring-aop
com.atlassian.user_atlassian-user_2.0.1,net.sf.ldaptemplate_ldaptemplate
com.atlassian.user_atlassian-user_2.0.1,hibernate_hibernate
com.atlassian.user_atlassian-user_2.0.1,odmg_odmg
com.atlassian.user_atlassian-user_2.0.1,cglib_cglib
com.atlassian.user_atlassian-user_2.0.1,junit_junit
com.atlassian.user_atlassian-user_2.0.1,mockobjects_mockobjects-core
com.atlassian.user_atlassian-user_2.0.1,hsqldb_hsqldb
com.atlassian.user_atlassian-user_2.0.1,mockobjects_alt-j1.3-j2ee1.3
com.atlassian.user_atlassian-user_2.0.1,com.atlassian.cache_atlassian-cache-memory
com.atlassian.user_atlassian-user_2.0.1,javax.servlet_servlet-api
com.atlassian.user_atlassian-user_2.0.1,com.atlassian.ldap_atlassian-ldap-test-server
com.atlassian.user_atlassian-user_2.0.1,org.slf4j_slf4j-log4j12
com.atlassian.user_atlassian-user_2.0.1,xml-apis_xml-apis
com.atlassian.user_atlassian-user_2.0.1,xerces_xercesImpl
com.atlassian.user_atlassian-user_2.0.1,org.springframework_spring-mock
com.atlassian.user_atlassian-user_1.9,com.atlassian.profiling_atlassian-profiling
com.atlassian.user_atlassian-user_1.9,log4j_log4j
com.atlassian.user_atlassian-user_1.9,commons-lang_commons-lang
com.atlassian.user_atlassian-user_1.9,opensymphony_oscore
com.atlassian.user_atlassian-user_1.9,osuser_osuser
com.atlassian.user_atlassian-user_1.9,opensymphony_propertyset
com.atlassian.user_atlassian-user_1.9,org.springframework_spring-core
com.atlassian.user_atlassian-user_1.9,org.springframework_spring-mock
com.atlassian.user_atlassian-user_1.9,org.springframework_spring-hibernate2
com.atlassian.user_atlassian-user_1.9,org.springframework_spring-beans
com.atlassian.user_atlassian-user_1.9,org.springframework_spring-context
com.atlassian.user_atlassian-user_1.9,org.springframework_spring-dao
com.atlassian.user_atlassian-user_1.9,org.springframework_spring-aop
com.atlassian.user_atlassian-user_1.9,net.sf.ldaptemplate_ldaptemplate
com.atlassian.user_atlassian-user_1.9,dom4j_dom4j
com.atlassian.user_atlassian-user_1.9,net.sf.ehcache_ehcache
com.atlassian.user_atlassian-user_1.9,hibernate_hibernate
com.atlassian.user_atlassian-user_1.9,odmg_odmg
com.atlassian.user_atlassian-user_1.9,javax.transaction_jta
com.atlassian.user_atlassian-user_1.9,cglib_cglib
com.atlassian.user_atlassian-user_1.9,junit_junit
com.atlassian.user_atlassian-user_1.9,mockobjects_mockobjects-core
com.atlassian.user_atlassian-user_1.9,hsqldb_hsqldb
com.atlassian.user_atlassian-user_1.9,xmlrpc_xmlrpc
com.atlassian.user_atlassian-user_1.9,mockobjects_alt-j1.3-j2ee1.3
com.atlassian.user_atlassian-user_1.9,javax.servlet_servlet-api
com.atlassian.user_atlassian-user_1.8,com.atlassian.profiling_atlassian-profiling
com.atlassian.user_atlassian-user_1.8,log4j_log4j
com.atlassian.user_atlassian-user_1.8,commons-lang_commons-lang
com.atlassian.user_atlassian-user_1.8,opensymphony_oscore
com.atlassian.user_atlassian-user_1.8,osuser_osuser
com.atlassian.user_atlassian-user_1.8,opensymphony_propertyset
com.atlassian.user_atlassian-user_1.8,org.springframework_spring-core
com.atlassian.user_atlassian-user_1.8,org.springframework_spring-hibernate2
com.atlassian.user_atlassian-user_1.8,net.sf.ldaptemplate_ldaptemplate
com.atlassian.user_atlassian-user_1.8,dom4j_dom4j
com.atlassian.user_atlassian-user_1.8,ehcache_ehcache
com.atlassian.user_atlassian-user_1.8,hibernate_hibernate
com.atlassian.user_atlassian-user_1.8,odmg_odmg
com.atlassian.user_atlassian-user_1.8,javax.transaction_jta
com.atlassian.user_atlassian-user_1.8,cglib_cglib-full
com.atlassian.user_atlassian-user_1.8,junit_junit
com.atlassian.user_atlassian-user_1.8,mockobjects_mockobjects-core
com.atlassian.user_atlassian-user_1.8,hsqldb_hsqldb
com.atlassian.user_atlassian-user_1.8,xmlrpc_xmlrpc
com.atlassian.user_atlassian-user_1.8,mockobjects_alt-j1.3-j2ee1.3
com.atlassian.user_atlassian-user_1.8,javax.servlet_servlet-api
com.atlassian.user_atlassian-user_1.21,com.atlassian.profiling_atlassian-profiling
com.atlassian.user_atlassian-user_1.21,log4j_log4j
com.atlassian.user_atlassian-user_1.21,commons-lang_commons-lang
com.atlassian.user_atlassian-user_1.21,dom4j_dom4j
com.atlassian.user_atlassian-user_1.21,net.sf.ehcache_ehcache
com.atlassian.user_atlassian-user_1.21,javax.transaction_jta
com.atlassian.user_atlassian-user_1.21,opensymphony_oscore
com.atlassian.user_atlassian-user_1.21,osuser_osuser
com.atlassian.user_atlassian-user_1.21,opensymphony_propertyset
com.atlassian.user_atlassian-user_1.21,org.springframework_spring-core
com.atlassian.user_atlassian-user_1.21,org.springframework_spring-hibernate2
com.atlassian.user_atlassian-user_1.21,org.springframework_spring-beans
com.atlassian.user_atlassian-user_1.21,org.springframework_spring-context
com.atlassian.user_atlassian-user_1.21,org.springframework_spring-dao
com.atlassian.user_atlassian-user_1.21,org.springframework_spring-aop
com.atlassian.user_atlassian-user_1.21,net.sf.ldaptemplate_ldaptemplate
com.atlassian.user_atlassian-user_1.21,hibernate_hibernate
com.atlassian.user_atlassian-user_1.21,odmg_odmg
com.atlassian.user_atlassian-user_1.21,cglib_cglib
com.atlassian.user_atlassian-user_1.21,junit_junit
com.atlassian.user_atlassian-user_1.21,mockobjects_mockobjects-core
com.atlassian.user_atlassian-user_1.21,hsqldb_hsqldb
com.atlassian.user_atlassian-user_1.21,mockobjects_alt-j1.3-j2ee1.3
com.atlassian.user_atlassian-user_1.21,javax.servlet_servlet-api
com.atlassian.user_atlassian-user_1.21,com.atlassian.ldap_atlassian-ldap-test-server
com.atlassian.user_atlassian-user_1.21,org.slf4j_slf4j-log4j12
com.atlassian.user_atlassian-user_1.21,xml-apis_xml-apis
com.atlassian.user_atlassian-user_1.21,xerces_xercesImpl
com.atlassian.user_atlassian-user_1.21,org.springframework_spring-mock
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,javax.ws.rs_jsr311-api
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.sun.jersey_jersey-core
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.templaterenderer_atlassian-template-renderer-api
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,org.codehaus.jackson_jackson-jaxrs
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,javax.servlet_servlet-api
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,org.apache.sling_org.apache.sling.commons.osgi
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.bundles_google-collections
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.plugins_pacs-client
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.sun.jersey.contribs_jersey-apache-client
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.plugins.rest_atlassian-rest-common
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,junit_junit-dep
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,org.mockito_mockito-core
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.plugins_atlassian-plugins-core
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.plugins_atlassian-plugins-webfragment
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.bundles_jsr305
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.util.concurrent_atlassian-util-concurrent
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.sal_sal-api
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,org.slf4j_slf4j-api
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,org.slf4j_slf4j-log4j12
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,${project.groupId}_testing
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.integrationtesting_atlassian-integrationtesting-lib
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,net.sourceforge.htmlunit_htmlunit
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,be.roam.hue_hue
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,org.hamcrest_hamcrest-all
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,joda-time_joda-time
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,rome_rome
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,org.jdom_com.springsource.org.jdom
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.sun.jersey.contribs_jersey-multipart
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.upm_atlassian-universal-plugin-manager-test-plugin-v2-installable
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.upm_atlassian-universal-plugin-manager-test-plugin-v1-installable
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.upm_atlassian-universal-plugin-manager-test-plugin-v99-unsupported
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,rhino_js
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,org.springframework.osgi_spring-osgi-core
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,org.apache.felix_org.apache.felix.bundlerepository
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,org.apache.felix_org.osgi.compendium
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.security_atlassian-secure-random
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.upm_spi
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,commons-fileupload_commons-fileupload
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,commons-codec_commons-codec
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.upm_refimpl-spi-plugin
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.upm_fake-pac-plugin
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.upm_plugins-host-application-configuration
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.upm_atlassian-universal-plugin-manager-test-plugin-v2-not-reloadable
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.upm_atlassian-universal-plugin-manager-test-plugin-v2-bundled
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.upm_atlassian-universal-plugin-manager-test-plugin-v2-bundled-upgradable
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.upm_atlassian-universal-plugin-manager-test-plugin-v2-system
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.upm_atlassian-universal-plugin-manager-test-plugin-v2-bundled-with-config
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.4.1,com.atlassian.upm_atlassian-universal-plugin-manager-test-plugin-v99-unsupported
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,javax.ws.rs_jsr311-api
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,com.sun.jersey_jersey-core
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,com.atlassian.templaterenderer_atlassian-template-renderer-api
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,org.codehaus.jackson_jackson-jaxrs
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,javax.servlet_servlet-api
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,org.apache.sling_org.apache.sling.commons.osgi
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,com.atlassian.bundles_google-collections
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,com.atlassian.plugins_pacs-client
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,com.sun.jersey.contribs_jersey-apache-client
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,com.atlassian.plugins.rest_atlassian-rest-common
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,junit_junit-dep
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,org.mockito_mockito-core
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,com.atlassian.plugins_atlassian-plugins-core
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,com.atlassian.bundles_jsr305
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,com.atlassian.util.concurrent_atlassian-util-concurrent
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,com.atlassian.sal_sal-api
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,org.slf4j_slf4j-api
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,org.slf4j_slf4j-log4j12
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,com.atlassian.integrationtesting_atlassian-integrationtesting-lib
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,net.sourceforge.htmlunit_htmlunit
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,be.roam.hue_hue
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,org.hamcrest_hamcrest-all
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,joda-time_joda-time
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,rome_rome
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,org.jdom_com.springsource.org.jdom
com.atlassian.upm_atlassian-universal-plugin-manager-plugin_1.3.2,com.sun.jersey.contribs_jersey-multipart
